twa/tws;6;8;10;12;14;16;20
0;0;0;0;0;0;0;0
52;8.27;9.56;10.19;10.52;10.74;10.98;11.17
60;8.86;10.14;10.65;10.92;11.05;11.29;11.61
75;9.46;10.66;11.14;11.44;11.7;11.9;12.38
90;9.44;10.75;11.34;11.85;12.28;12.61;13.06
110;9.12;10.7;11.43;12.09;12.63;13.13;14.06
120;8.61;10.41;11.27;12.04;12.84;13.55;14.74
135;7.36;9.32;10.74;11.56;12.49;13.39;15.01
150;6.16;7.85;9.39;10.57;11.37;12.21;14.29 
