twa/tws;6;8;10;12;14;16;20
0;0;0;0;0;0;0;0
52;8.31;8.94;9.35;9.62;9.81;10.02;10.16
60;8.8;9.42;9.92;10.26;10.37;10.69;10.89
75;9.39;10.22;10.86;11.35;11.68;11.8;12.3
90;9.84;10.84;11.65;12.32;12.81;13.11;13.77
110;9.84;11.28;12.29;13.24;13.96;14.54;15.22
120;9.64;10.86;12.38;13.41;14.38;15.15;16.1
135;8.86;10.29;12;13.34;14.65;15.7;17.73
150;7.41;8.58;10.05;11.83;13.69;15.44;18.75 
